Hotel_Name,Hotel_Location,Room_Price,Hotel_Rating,Hotel_Review,Hotel_Visual
The Lincoln Suites,"Westminster Borough, London",421,8.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/314856842.jpg?k=ca78cdc1ee355249d5fedde7c4bc4ca95e6c69bafa15f2419155fd2ee5bd3810&o=
The Hari London,"Kensington and Chelsea, London",0,8.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/269091228.jpg?k=86af94329ccc8077ad3ea208e1d1f5c59189e61ad9ebed36d8aca39843d67f9c&o=
ibis London Canning Town,"Newham, London",209,8.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/491097690.jpg?k=ef0f4c5755ae4a1339ea53be820bc8a81bf059975a9cd7bc73667b5d466f9bc8&o=
THE KNIGHT OF NOTTINGHILL,"Kensington and Chelsea, London",345,8.4,Good,https://cf.bstatic.com/xdata/images/hotel/square200/492753890.jpg?k=86781ba5d1c64e6e704a48c0bd17107ba862c90132569eb09b49a3202c8aef13&o=
"The Hoxton, Shepherds Bush","Hammersmith and Fulham, London",322,8.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/413847737.jpg?k=ff9809de4cf4ffad6ffc7adbcfba89068315a65cc5a542552fa1a44be07976b8&o=
New Road Hotel,"Tower Hamlets, London",274,7.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/224170179.jpg?k=b96656e6f13e8fa3bed883f67024a52e3d82a197bbb0aa460e42be5a7439be61&o=
Brick Lane Hotel,"Tower Hamlets, London",278,8.0,Good,https://cf.bstatic.com/xdata/images/hotel/square200/134425209.jpg?k=570ce614c2487919c252a5d8184c6b7584db1883bebbab9bdb8dbcdf8d7c14e4&o=
K Hotel Kensington,"Kensington and Chelsea, London",252,7.7,Good,https://cf.bstatic.com/xdata/images/hotel/square200/147026131.jpg?k=7dffb529982a4f20fda64ed6d7599be10f7d07230ece6a4de2c898a4bbbf40b4&o=
Raffles London at The OWO,"Westminster Borough, London",1,9.6,Excellent,https://cf.bstatic.com/xdata/images/hotel/square200/500421990.jpg?k=a3360da81fa875f4926b286ff8fa55f5a3c93b604ce89c4f3e76207410570615&o=
"Radisson Blu Edwardian Bloomsbury Street Hotel, London","Camden, London",540,8.4,Good,https://cf.bstatic.com/xdata/images/hotel/square200/306934099.jpg?k=1b2e7236f35829f64f10f521476d2858a4448cb05624f138dc694e8ad7cd2aad&o=
City Continental London Kensington,"Kensington and Chelsea, London",257,5.7,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/46705154.jpg?k=565a70113c13931a573ab3e95002ed0da0288001d080ee4ad523ebe6581faa6e&o=
Studios next to Emirates Stadium,"Islington, London",162,6.4,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/469999904.jpg?k=982bf242ee7873280bbb25b03a19b801ee41a6c1d9e29262059fe66fa9341515&o=
The House on Warwick,"Westminster Borough, London",330,7.7,Good,https://cf.bstatic.com/xdata/images/hotel/square200/514081973.jpg?k=20dc4ed84d85094ebe1f21ff92f52e5f6e5f6f85a901d8781c5d22ece2a13f3e&o=
StowAway Waterloo,"Lambeth, London",365,7.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/167515150.jpg?k=8e73ff2d942a11d4fcae84c2e34b1b6da953dc0f9ee356b24ccb7941142bdc3d&o=
"The Trafalgar St. James, London Curio collection by Hilton","Westminster Borough, London",624,8.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/499912315.jpg?k=92549519fb9dd78702fa689df4938081085194a3c86633aa06e435567fa2678f&o=
My Place Hotel,"Kensington and Chelsea, London",250,6.2,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/216859010.jpg?k=3eecbc7bdf39a9c87e25818a59c5a0399a5d2b5172d30baec4aa34a47dc9d33a&o=
Deluxe Two Bed Apartment with River & City View,"Newham, London",793,9.0,Good,https://cf.bstatic.com/xdata/images/hotel/square200/410198040.jpg?k=f8d2eb24139b2ff774d43dfff87231ecd652da5f313802ae8b1512bfa679a980&o=
Spacious House 15min to Canary Wharf/O2/Excel/Central London,"Newham, London",617,8.3,Good,https://cf.bstatic.com/xdata/images/hotel/square200/154985201.jpg?k=502d3b93f39aa78379dbe934c4caf65ae3f384cbab939efd61da2c12f55104c5&o=
luxurious 2 bed apartment central London,"Lambeth, London",0,8.0,Good,https://cf.bstatic.com/xdata/images/hotel/square200/482099365.jpg?k=2b4d91221757cf4950af5b1333d3373bb54bd42226bb1c71f84c5e5661e69478&o=
Lux Apartments in Fulham,"Hammersmith and Fulham, London",656,8.0,Good,https://cf.bstatic.com/xdata/images/hotel/square200/279147074.jpg?k=3c4aa8de12894b7740b6a2cb82eeb99b8491979bf742dc700a1ef856fe3c00fa&o=
"London Stratford Luxury House, 5 minutes walk Station, Westfield, 3 Bedrooms 3 Bathrooms, Reception, Garden, Parking","Newham, London",660,8.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/466001532.jpg?k=579d945bf886814096b48cb5652f90f830514fa843e28b0c7d514aa1d8701fc8&o=
City Air Apartments - HATTON GARDEN - GREAT TRANSPORT LINKS,"Camden, London",0,7.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/473165623.jpg?k=db8a9fcc950ed823e1785dd634028d530feacae4dfba778d095e1d96441937c9&o=
Sydney House Chelsea,"Kensington and Chelsea, London",397,7.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/9956406.jpg?k=46699920a4f5f8564e27227dfb6a06b2ef9c77cd5a370e5409c2bab3b9c93365&o=
Fairway Hotel,"Camden, London",268,7.7,Good,https://cf.bstatic.com/xdata/images/hotel/square200/247251409.jpg?k=cb793921e4c31f699804b6af36de15974e536be18faab39be8b6b0fe86e823be&o=
The Academy - Small Luxury Hotels of the World,"Camden, London",453,8.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/169742805.jpg?k=3c842ccfeb00fd9c0e492dcb7f4bb0f24a8c14247355aededd49ab3b813fce0c&o=
Canopy by Hilton London City,"City of London, London",472,8.7,Good,https://cf.bstatic.com/xdata/images/hotel/square200/423170681.jpg?k=980597e7bed74321c1930c6ba45a136cabcabaf5871ec9262e73afcdf39572f8&o=
ibis London City - Shoreditch,"Tower Hamlets, London",307,7.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/239476126.jpg?k=b0ba555625dff7dfb3e74ad1d9b8ae07d1bdc505ae8e3c40cb806478d70fd2d2&o=
The Chapter - Hyde Park Hotel,"Westminster Borough, London",308,8.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/519231756.jpg?k=fab16508e11d42aae00a1bd51128e75c939b49fe7e4661cf1d06a0bf5dfd11e9&o=
ME London by Melia,"Westminster Borough, London",0,8.5,Good,https://cf.bstatic.com/xdata/images/hotel/square200/13255625.jpg?k=726c4a23e8c5bdfe14f1096a44020e65157d2c5ff0c2f9c46663d549b3dcd076&o=
Thistle London Trafalgar Square,"Westminster Borough, London",413,8.0,Good,https://cf.bstatic.com/xdata/images/hotel/square200/11067483.jpg?k=50f8e984de6d11653c5cf2acab2be685947a4c682b45b3dd04e626bc1911bae1&o=
37 Doughty Street,"Camden, London",507,8.4,Good,https://cf.bstatic.com/xdata/images/hotel/square200/353255941.jpg?k=04b8ba5348895c4400af099dd9da21633b3dd83a396b1d9dbd8af629ceac3f69&o=
Nobu Hotel London Portman Square,"Westminster Borough, London",803,8.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/468068047.jpg?k=3fc5045920ec954e50762a347983ea524583d873657f413ebf87f5a518489219&o=
Hyatt Place London City East,"Tower Hamlets, London",316,8.4,Good,https://cf.bstatic.com/xdata/images/hotel/square200/314819836.jpg?k=c3ff8006185f1ce7c65cd2e7ac646f0f199856015505387b711eecc01b66f129&o=
Vancouver Studios,"Westminster Borough, London",322,8.7,Good,https://cf.bstatic.com/xdata/images/hotel/square200/386114156.jpg?k=95c2c2ed664856d67ac382dde67a8521a3846d56817b17e5fba707adb0c163e0&o=
The Chamberlain,"City of London, London",421,8.5,Good,https://cf.bstatic.com/xdata/images/hotel/square200/267990159.jpg?k=80520c69a16d72fe5e970f480fd28216a204be0572efa07fca5f0a925e6a0f39&o=
Simply Rooms & Suites,"Hammersmith and Fulham, London",195,7.2,Good,https://cf.bstatic.com/xdata/images/hotel/square200/501581575.jpg?k=790a6d9a205bb01a2eddfe06fc74c20084b3792814835121380ff5c9d369ad67&o=
Studio9 Rooms,"Islington, London",143,7.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/497918693.jpg?k=f59c6107774e72d69ed7c9069c9be6c93b236efc9f9dac666e468f74d888a96b&o=
AJB INTERNATIONAL LTD,"Newham, London",153,8.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/424635216.jpg?k=4336ac5c0d2ce5c3cc406754e73e41b87095e2606bc80289f19a045b7d9bfecc&o=
Hilton London Bankside,"Southwark, London",451,8.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/484059262.jpg?k=727be689c63da6221cee4cdfa31cfa78f0d2c9479dd958e96b180669ff485269&o=
City Apartments near Seven Sisters,London,108,6.5,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/477289217.jpg?k=a6002c7cfe555fe5d5967160a8bd8da20e5ab79da9b5cb252a690a61b5e85f91&o=
The House on Warwick,"Westminster Borough, London",330,7.7,Good,https://cf.bstatic.com/xdata/images/hotel/square200/514081973.jpg?k=20dc4ed84d85094ebe1f21ff92f52e5f6e5f6f85a901d8781c5d22ece2a13f3e&o=
Frances St House,"Greenwich, London",181,7.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/281182374.jpg?k=a0fc4dbd5661355763a7c5a5eb1c0447c4761ea6ceb4be33793f130004b8431c&o=
The Z Hotel Trafalgar,"Westminster Borough, London",345,8.4,Good,https://cf.bstatic.com/xdata/images/hotel/square200/365532197.jpg?k=916dd98d9e028e7b73cd4c7e56cd0d8a0c609e191c3477e7fbb7a6520f0d03cd&o=
Best Western Corona Hotel,"Westminster Borough, London",309,7.3,Good,https://cf.bstatic.com/xdata/images/hotel/square200/274853829.jpg?k=c5be6a2be32f2a81f8fde452ce287176f527066b758cb4183e6becc3564d2426&o=
citizenM London Bankside,"Southwark, London",403,8.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/314246811.jpg?k=8491682c5d147bb985c868b0549e0d747c38fa92f14efd6a0085e2d33dcbb8d3&o=
1 Hotel Mayfair,"Westminster Borough, London",0,9.0,Good,https://cf.bstatic.com/xdata/images/hotel/square200/479774333.jpg?k=f3760ae741598eeaeef5f4d007332f6d4049166412003593e593f60e5e0bc257&o=
5 Doughty Street,"Camden, London",497,8.2,Good,https://cf.bstatic.com/xdata/images/hotel/square200/365044593.jpg?k=5ba4c972c434e3128b68dd209d34dfadd1b660000c3745562ae15e55f0f0fe9f&o=
Central Hoxton Shoreditch,"Hackney, London",214,7.4,Good,https://cf.bstatic.com/xdata/images/hotel/square200/265237889.jpg?k=e45cb0d937cf63dc29fef62d7139f8b3f4995226c0e2853fad99c43e1699fbfd&o=
citizenM London Victoria Station,"Westminster Borough, London",336,8.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/383929898.jpg?k=2864be25610b2a8fa2b000bb37e5807785693373e40fa0cc541d869688b1ae51&o=
Citadines Holborn - Covent Garden London,"Camden, London",357,7.7,Good,https://cf.bstatic.com/xdata/images/hotel/square200/10777181.jpg?k=6c0b4ec80da15050a72563a3533aa9ed96c6e9e0c07fd1656b964ea0b0804602&o=
Keystone House,"Islington, London",281,7.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/18125310.jpg?k=618a7479f0e7b5b05c492a5ec5e474d9ffe16cd4838277cd8afb8e9e965e311e&o=
Gem Strathmore Hotel,"Kensington and Chelsea, London",371,7.5,Good,https://cf.bstatic.com/xdata/images/hotel/square200/42134205.jpg?k=956dfee96dfff87d082413681cbb192cd4d1416c941cdc7066e368ce8161c553&o=
Studios next to Emirates Stadium,"Islington, London",162,6.4,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/469999904.jpg?k=982bf242ee7873280bbb25b03a19b801ee41a6c1d9e29262059fe66fa9341515&o=
Moxy London Excel,"Newham, London",207,8.2,Good,https://cf.bstatic.com/xdata/images/hotel/square200/463660951.jpg?k=7ad9cc74e7556fa3f804274a40da571696c619e1b91bd929a64ab4d05e01f900&o=
Jubilee Hotel Victoria,"Westminster Borough, London",340,8.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/493396271.jpg?k=95aa5b372ac1404ef9b02d316afcfb0b5b64c80133d971555ca00a590d6fa6ad&o=
Hilton London Bankside,"Southwark, London",451,8.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/484059262.jpg?k=727be689c63da6221cee4cdfa31cfa78f0d2c9479dd958e96b180669ff485269&o=
Leyton Comfy Double rooms - 50,"Stratford, London",125,6.9,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/493284263.jpg?k=bdf28e8a30e74f4341ac1a4e3600f5d754b36f85901b17bea2350421ab9b1cdb&o=
Room Home Stay,"City of London, London",294,7.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/26769883.jpg?k=1ebafcaab4331f3d42b99ae4b8fe9c1bc37010448fbba640ddf75240040a77c4&o=
"Radisson Blu Edwardian New Providence Wharf Hotel, London","Tower Hamlets, London",385,8.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/246596022.jpg?k=89f1177e7813ed3974794a688f20d7c88b729f14061e4a76f662a9896e73c04e&o=
Apex City Of London Hotel,"City of London, London",408,8.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/38620561.jpg?k=755713900e391feb93c4516464a8bf281b07c33fe08eac27225720e1f43fe7f0&o=
MSK Elite,"Westminster Borough, London",309,8.2,Good,https://cf.bstatic.com/xdata/images/hotel/square200/388941605.jpg?k=26b8f7fc4b5ea1de269e034cc24acc05156bda8f1f50972c880dde00fac0f7a4&o=
Luna And Simone Hotel,"Westminster Borough, London",449,8.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/282186146.jpg?k=d5ec820091b477ef665f793632f388b07c464398e32dc250b32a46c8d547be6b&o=
Bob W Hyde Park,"Westminster Borough, London",264,8.3,Good,https://cf.bstatic.com/xdata/images/hotel/square200/424123141.jpg?k=4296641db3b90169716127dc5ed3742f3f8443cd66e7f2314bd5c2b29a5d5a14&o=
Strand Palace Hotel,"Westminster Borough, London",377,8.2,Good,https://cf.bstatic.com/xdata/images/hotel/square200/260560238.jpg?k=1d14eb111d6a58d373d4139792c8c0545ec7014527bab0c00a98945e8df46879&o=
Cove Landmark Pinnacle,"Tower Hamlets, London",357,9.0,Good,https://cf.bstatic.com/xdata/images/hotel/square200/328780624.jpg?k=6a7427cf4fd686a1417a674591149e4039dc94cdca4418b4f3bdf48d71872dcb&o=
Ashburn Hotel,"Kensington and Chelsea, London",315,8.0,Good,https://cf.bstatic.com/xdata/images/hotel/square200/171747612.jpg?k=8fe3545f27ce0a1a96c90d81cd52f66ed7b1c8f44d6a72b202c0d40bdfb11449&o=
nhow London,"Islington, London",424,8.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/376285923.jpg?k=7a8faa280b03ed23b399b84ea357b22b857f06ea630f77aa7849ff052c60c832&o=
Park Plaza London Waterloo,"Lambeth, London",391,8.2,Good,https://cf.bstatic.com/xdata/images/hotel/square200/234088288.jpg?k=4de5cc1734122a90becb5f4a6243e541b5b7e8557058829bdd7445699413f80b&o=
"Hux Hotel, Kensington","Kensington and Chelsea, London",408,8.4,Good,https://cf.bstatic.com/xdata/images/hotel/square200/265541952.jpg?k=ea518e9e9ce5c86fb232de76b2d64cb512c723997eb703bf8ca8f3d7b5840c3b&o=
Best Western Swiss Cottage Hotel,"Camden, London",242,7.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/157862247.jpg?k=087b07217fddd308b2dc238d04b6fea0fe55f6d5abe769607281befa38e63ad6&o=
The Premier Notting Hill,"Kensington and Chelsea, London",267,7.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/60979517.jpg?k=98d8f86860304fd22c6c45a48cef2ed2ceb4c09124ea92b1c880dab8f8d39dd4&o=
Mimi's Hotel Soho,"Westminster Borough, London",291,7.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/464641808.jpg?k=390c6b2a7245f03f8d6058da48bbf24ee08f762ea9bd2b8522c32be374912149&o=
The Jade,"Kensington and Chelsea, London",267,7.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/50162101.jpg?k=aef93b2a7eace0843e6db6d441531d911afc115dc39423c473b42b22f0aaa348&o=
Modern Studios Queenspark,"Westminster Borough, London",155,5.8,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/507414284.jpg?k=1e2a1750472d285fe0844b1346a5846806dcf9b79ef68716072a1355c1f3d8a3&o=
"Club Quarters Hotel Covent Garden Holborn, London","Camden, London",415,8.0,Good,https://cf.bstatic.com/xdata/images/hotel/square200/282379730.jpg?k=84b73b96f5df01542f78d166ce62bdd523968818e98fef2e15b451a981863a66&o=
TRIBE London Canary Wharf,"Tower Hamlets, London",294,8.4,Good,https://cf.bstatic.com/xdata/images/hotel/square200/520015528.jpg?k=68d70537e36203aecdc1faba4341eb20fa313f5eb4abc9635b057510e59f073d&o=
Arosfa Hotel London by Compass Hospitality,"Camden, London",368,7.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/153698267.jpg?k=cff3d316e1be44e3d7cc6a5c4b2105feea5348f0a3c41e092f47a3d5f64fe5e8&o=
Shepherds Bush Green Serviced Apartments,"Hammersmith and Fulham, London",221,8.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/336731702.jpg?k=b91e68f75847945c67913b3983ac9cf6578760fe89db9dd74431639cf72cbf0b&o=
Golders Green Stays,"Golders Green, London",281,8.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/457782197.jpg?k=e59ca4c88a79121d569f157fe7622f8d116df4afe547f1662bd6a39ad045adbd&o=
Dorsett Shepherds Bush London,"Hammersmith and Fulham, London",244,7.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/371291243.jpg?k=5e35063659e14ace2e0b3bdc401beaac1df059402c3a9f7fd1d51186625a0ace&o=
DoubleTree by Hilton London Victoria,"Westminster Borough, London",409,7.7,Good,https://cf.bstatic.com/xdata/images/hotel/square200/484059448.jpg?k=0c985c7126c72b797572e880bb23282bf972c8a31bbfb4a37c13548433f96e51&o=
Casa Olmi in Shoreditch,"Hackney, London",378,9.7,Excellent,https://cf.bstatic.com/xdata/images/hotel/square200/502115935.jpg?k=f7e1274b7eef9cd46a3cbb6364f9745597143a340d6b6958d35a25c32b5ddda7&o=
ND Hotel - Hyde Park,"Westminster Borough, London",174,5.1,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/377859711.jpg?k=13aea02463e61dec4657d699d0c95287fe54de841872edab326abe1b42b778b1&o=
Notting Hill Serviced Apartments,"Kensington and Chelsea, London",246,7.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/477267977.jpg?k=63a931c4dfc76d94e88bad8f94739762d69c9390c966a70b0556a5cba0eaa836&o=
Generator London,"Camden, London",204,7.0,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/336395123.jpg?k=9f37596087a3bd72193a1a35dab8b003a3f99bb7ef05e3a91976221f5bd127db&o=
"Guilford Apartments, Bloomsbury","Camden, London",371,9.0,Good,https://cf.bstatic.com/xdata/images/hotel/square200/404000266.jpg?k=e79d0fcf23b0084b73fee4130f37ce607cf725e54141c3654c489fc119e51b69&o=
The Eaton Townhouse,"Westminster Borough, London",300,7.4,Good,https://cf.bstatic.com/xdata/images/hotel/square200/201568068.jpg?k=63192d20696e0bb4b9cb30f32c772779cf8d9334ded8b1a9d2933e00fd31f0bf&o=
Edgware Hub,"Westminster Borough, London",146,5.7,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/426043063.jpg?k=31c1b3ba24907fcd2234fa157a995baf9ef98eba14fa0fbfaea5d77f331b3d39&o=
39 Studios,"Westminster Borough, London",279,7.5,Good,https://cf.bstatic.com/xdata/images/hotel/square200/35678875.jpg?k=c6030e05b24fdf5a28cc523716edda54405824c15e4a54225d1d6a50ca42a851&o=
MSK Hotel 82,"Westminster Borough, London",322,7.8,Good,https://cf.bstatic.com/xdata/images/hotel/square200/318483510.jpg?k=3c727e2661d31df896ac0647d827a223a7043df5989b8f295fdaf7a1fde1f4c4&o=
The Green W7,"Ealing, London",205,8.5,Good,https://cf.bstatic.com/xdata/images/hotel/square200/311275793.jpg?k=262b6c31f2f1738b2296f444c8f99090f99b0e25721fa1d94fcec926d3a6691d&o=
COMO Metropolitan London,"Westminster Borough, London",655,8.3,Good,https://cf.bstatic.com/xdata/images/hotel/square200/472941837.jpg?k=ecc63756977021cd3604770f9c555118c9abd72eaaeb18bf90d3f93776330cc3&o=
Bob W Tower Hill Studios,"Tower Hamlets, London",325,9.1,Excellent,https://cf.bstatic.com/xdata/images/hotel/square200/484282912.jpg?k=ef949f62e163f9c6e63f147df7626867d19a353d55b056bcadb46ea23e06c45b&o=
The Z Hotel Gloucester Place,"Westminster Borough, London",345,7.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/362463004.jpg?k=e48da5ff2df09f32aff142df6e40e2344f874fcb2364f807df03f954b4cf8a7f&o=
Eurotraveller Hotel- Express (Elephant & Castle),"Southwark, London",242,7.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/475277188.jpg?k=127e0fee12273ef8bf0c7b9ae0b19cec7f0ee47c167b3304c2d8cfaa42b5a8fa&o=
Camden Apartments,"Islington, London",225,7.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/369612359.jpg?k=8ada1ab8fcff1bd1b26591bad33490c2492c5259a3b00632598c4b4ddecaf004&o=
Merit Kensington Hotel,"Kensington and Chelsea, London",331,8.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/338288874.jpg?k=eb0bdfdc46099ae3b7c789e82a342cf3fb7f4fcf5b4e6f1459b1951e948da4d5&o=
Templeton Place by Supercity Aparthotels,"Kensington and Chelsea, London",389,8.7,Good,https://cf.bstatic.com/xdata/images/hotel/square200/371595437.jpg?k=0d30c271f84989274992f8a07ed1c218b05bd362dd48859800e4bc36ab42501e&o=
DoubleTree by Hilton London Angel Kings Cross,"Islington, London",432,7.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/484050151.jpg?k=c97e5f0c04749fcbf6c642e07aafcb3e0ce95eba7f96afa59585c9c835f2987e&o=
The Ampersand Hotel,"Kensington and Chelsea, London",572,8.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/41102562.jpg?k=964b4375baa6c5d7b90acff7abe1b6f69a88feac1b6a56d92b4fd21f0016f63b&o=
The Lincoln Suites,"Westminster Borough, London",421,8.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/314856842.jpg?k=ca78cdc1ee355249d5fedde7c4bc4ca95e6c69bafa15f2419155fd2ee5bd3810&o=
Residence Inn by Marriott London Kensington,"Kensington and Chelsea, London",387,7.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/463645180.jpg?k=d878b1e6541f45639a82733055e69f4f6a79e9adbc94dbbb1bb3c3950b585d36&o=
Aloft London Excel,"Newham, London",262,8.3,Good,https://cf.bstatic.com/xdata/images/hotel/square200/373996226.jpg?k=66105663f9ba5946ddb22ba6c678e438df9b4507aa5fe1787279f1e2e2089e6d&o=
Residence Inn by Marriott London Bridge,"Southwark, London",412,8.2,Good,https://cf.bstatic.com/xdata/images/hotel/square200/476828366.jpg?k=a56cd0b2e16898472a164959af6b7f945e98f9521979740f33e4b07a0b920712&o=
Imperial Earls Court Apartments,"Kensington and Chelsea, London",361,7.7,Good,https://cf.bstatic.com/xdata/images/hotel/square200/385236215.jpg?k=3a9e10554635b1cdcadcb00a44c05dc886706c923de6e1ce39d74b93f3733f6c&o=
The Black Lion Pub & Boutique Guesthouse,"Camden, London",351,9.5,Excellent,https://cf.bstatic.com/xdata/images/hotel/square200/505250005.jpg?k=ecb8359aa3d620c327a3748a5caf2e47fb84df2b73a45822a5c53502826a4bdc&o=
Gem Langham Court Hotel,"Westminster Borough, London",487,7.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/318047031.jpg?k=bfcc031df66989da94c2b126e7291794e90a4db826ee78a1d6da5645df43c90a&o=
Martel Guest House,"Golders Green, London",243,8.2,Good,https://cf.bstatic.com/xdata/images/hotel/square200/474405451.jpg?k=a0ad343fc119e83c68b7ff79c47746e6bd48ff1476215ae13715bcf453f8f49e&o=
The Judd Hotel,"Camden, London",292,7.4,Good,https://cf.bstatic.com/xdata/images/hotel/square200/195479482.jpg?k=b0dff1601d79331631d28500f201a6499aa3ccf44c1cb4e23b26ea425392ad16&o=
Three Harrington Residences,"Kensington and Chelsea, London",368,8.4,Good,https://cf.bstatic.com/xdata/images/hotel/square200/203306090.jpg?k=ea2cc0c8368849ffcc69f308c87e69fa3507cfc644503aa3acafdcae1976a53a&o=
"ALTIDO Stylish 1bed flats in Soho, near Leicester Square","Westminster Borough, London",668,9.0,Good,https://cf.bstatic.com/xdata/images/hotel/square200/480489866.jpg?k=dcf741127c8e604e467b363312256d4efc711712656e65ba075d122e7e166bfb&o=
ibis London Earls Court,"Hammersmith and Fulham, London",232,7.5,Good,https://cf.bstatic.com/xdata/images/hotel/square200/254855332.jpg?k=4cbda56d7fa2499dbe90b1787427139a716cba9ef51574ea22459d981bc0a543&o=
Room Home Stay,"City of London, London",294,7.6,Good,https://cf.bstatic.com/xdata/images/hotel/square200/26769883.jpg?k=1ebafcaab4331f3d42b99ae4b8fe9c1bc37010448fbba640ddf75240040a77c4&o=
"Knightsbridge Hotel, Firmdale Hotels","Kensington and Chelsea, London",830,8.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/502084690.jpg?k=2a20c488e3ce9e8098754dd17fcc26e5ea3c2420b331c79465711c9539356634&o=
Hilton London Hyde Park,"Bayswater, London",360,7.3,Good,https://cf.bstatic.com/xdata/images/hotel/square200/483770904.jpg?k=2f395dea9ee949adb81859453863fb4a10809448e6f00c7d79c008505f0502a3&o=
"Holiday Inn London West, an IHG Hotel","Acton, London",234,7.9,Good,https://cf.bstatic.com/xdata/images/hotel/square200/226969251.jpg?k=78f75b498f8b277a00c2ee485212866ab17a0d5d3a0036f6a39a1859f634773c&o=
York & Albany,"Camden, London",0,8.7,Good,https://cf.bstatic.com/xdata/images/hotel/square200/478683122.jpg?k=764c0e310be7877ecb8b42ee96ce9962b350244c2de1a41f7e1543770c01deda&o=
London Town Hotel,"Kensington and Chelsea, London",255,7.7,Good,https://cf.bstatic.com/xdata/images/hotel/square200/189741924.jpg?k=0dc47ae14d2ca3ed0d563918eb925c9f085008d3847c8888c9c624700c60546a&o=
European Hotel,"Camden, London",159,5.8,Neutral,https://cf.bstatic.com/xdata/images/hotel/square200/34712403.jpg?k=4f9bf10f82519b8c7dc9e40c6e8fe8687789b23f8630747dc96cc6a07842734d&o=
Thistle London Holborn,"Camden, London",385,8.0,Good,https://cf.bstatic.com/xdata/images/hotel/square200/501512440.jpg?k=e75e38addcb1793686f3ad47a5f927d07144d7e042e096622fecf051d76b9b6d&o=
The Z Hotel Holborn,"Camden, London",286,8.1,Good,https://cf.bstatic.com/xdata/images/hotel/square200/363184315.jpg?k=b81855d97f1f0028c48f730819fc9260c74c355e0ef7fcba4e927d70b471f141&o=
Comfy Bedrooms near Euston Station - 1 Exmouth,"Camden, London",170,,,https://cf.bstatic.com/xdata/images/hotel/square200/520640242.jpg?k=de82cf659c3aa93c623dd34aeb1cf090f827d7fc79260815ad041eaf8b00d48a&o=
